"NUTS3","Live_in","Sex","Age","Edu","Children","Garden_size","Pond","G_experience","Garden_type","Garea_Vege","Garea_Herb","Garea_Frui","Garea_Grap","Garea_Orna","Garea_Egree","Garea_Lawn","Garea_Undis","Habi_Beau","Habi_Cons","Habi_Mone","Habi_Produ","Moti_Pastime","Knowledge_Plant","Knowledge_Bird","Knowledge_Insect","Mowing","Unmowpatch","Plat_Oplants","Get_Seeds_Plants","Fertiliser","Herbic","Growing","Pesticide","Observing_polli","Support_Polli","Polli_Friendly","Biodiw_Network","NOMowMay","Information","ID"
"HU221","Countryside","Male","Under 36","High",1,"Large",0,"Middle","House garden",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;Supermarkets;Webshops;I get them from friends","I use animal manure;I use compost",0,"Both for own use and sale","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners;Other","ID_143"
"HU212","Town","Female","36-55","High",1,"Large",1,"Long ago","House garden",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;TV, radio","ID_144"
"HU120","City","Female","Over 55","Middle",0,"Small",1,"Long ago","House garden",1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,"Never",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;I get them from friends","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Hoverflies","Creating artificial habitats;Water sources",1,"Maybe","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_145"
"HU211","Countryside","Male","Under 36","Middle",0,"Medium",0,"Middle","House garden",1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,"Often",0,1,"I collect the seeds from my garden;Supermarkets;Webshops","I use animal manure",0,"Both for own use and sale","No","Butterflies;Bumblebees;Honeybees;Other flies;Beetles","Providing food sources;Water sources",1,"Maybe","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners;Other","ID_146"
"HU232","Countryside","Male","36-55","Middle",0,"Large",1,"Long ago","House garden",1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,"Very often",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use animal manure;I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Consulting with professional gardeners/agronomists","ID_147"
"HU120","Countryside","Male","36-55","High",0,"Large",0,"Long ago","House garden",1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,"Often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;I get them from friends","I use synthetic fertilizer;I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Water sources",0,"Maybe","Did not heard about it","Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_148"
"HU211","Countryside","Female","Under 36","High",0,"Small",0,"Newly","Kitchen garden",1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,"Rarely",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Other flies","Creating/preserving natural habitats;Providing food sources",1,"Maybe","Did not heard about it","Social media platforms;Consulting with professional gardeners/agronomists;Other","ID_149"
"HU120","City","Female","36-55","High",1,"Small",0,"Newly","Flower garden",0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,"Never",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;I get them from friends","I use compost",0,"Only for own use","No","Honeybees;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms","ID_150"
"HU313","Countryside","Female","36-55","Middle",0,"Small",0,"Long ago","House garden",1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,"Very often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets","I use animal manure",0,"Only for own use","Conventional pesticides/synthetic pesticides","Honeybees;Wasps;Ants;Beetles","Providing food sources",1,"Maybe","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;TV, radio","ID_151"
"HU120","City","Female","36-55","Middle",0,"Small",0,"Long ago","Flower garden",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,"Often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;Webshops;I get them from friends","I use animal manure",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_152"
"HU120","Countryside","Female","Over 55","High",0,"Small",0,"Long ago","Kitchen garden",1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,"Very often",0,1,"I get them from friends","I use animal manure;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Beetles","Providing food sources;Water sources",1,"Maybe","Did not heard about it","Consulting with other garden owners","ID_153"
"HU322","City","Male","Over 55","Middle",0,"Small",0,"Long ago","Kitchen garden",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Markets or producers/growers;Supermarkets","I use synthetic fertilizer",0,"Only for own use","No","Butterflies;Honeybees;Beetles","Water sources",1,"Maybe","Jointed","Internet;Consulting with other garden owners","ID_154"
"HU120","Town","Female","Over 55","High",1,"Medium",0,"Long ago","House garden",1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,"Never",0,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_155"
"HU120","Town","Female","Over 55","Middle",1,"Small",1,"Long ago","Kitchen garden",1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Seed exchange","I use animal manure;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Beetles","Creating/preserving natural habitats;Water sources",1,"Yes","Did not heard about it","Internet;Consulting with professional gardeners/agronomists","ID_156"
"HU221","City","Female","Over 55","High",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;I get them from friends","I use synthetic fertilizer;I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"No","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners","ID_157"
"HU120","City","Female","36-55","High",0,"Medium",0,"Newly","House garden",1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,"Never",0,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;I get them from friends;I get them from people who I do not know","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"No","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_158"
"HU312","Countryside","Female","Under 36","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Markets or producers/growers;Collecting in nature in my country;Webshops;I get them from friends","I use animal manure;I use compost",0,"Both for own use and sale","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Maybe","Did not joint","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners","ID_159"
"HU322","City","Female","Over 55","Middle",0,"Large",0,"Long ago","House garden",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,"Often",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;I get them from friends","I use synthetic fertilizer;I use animal manure",0,"Only for own use","No","Honeybees","Creating/preserving natural habitats;Water sources",1,"Yes","Did not heard about it","Internet","ID_160"
"HU223","City","Male","Under 36","High",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Webshops;I get them from friends","I use animal manure;I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Ants;Hoverflies","Creating/preserving natural habitats;Providing food sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Consulting with professional gardeners/agronomists","ID_161"
"HU120","Town","Female","36-55","Middle",1,"Large",1,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_162"
"HU120","City","Female","Under 36","Middle",1,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;Supermarkets;Webshops;I get them from friends","I use compost",0,"Both for own use and sale","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_163"
"HU232","Countryside","Female","Over 55","Middle",1,"Large",0,"Long ago","House garden",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,"Often",1,1,"I collect the seeds from my garden;Supermarkets","I do not fertilize",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Water sources",1,"Maybe","Did not heard about it","Internet;Social media platforms;TV, radio","ID_164"
"HU313","Countryside","Female","Over 55","High",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Webshops;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Honeybees;Wasps;Ants;Other flies;Beetles","Providing food sources",1,"No","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners","ID_165"
"HU223","Countryside","Female","Over 55","High",0,"Large",1,"Newly","House garden",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Rarely",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;I get them from friends;I get them from people who I do not know","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_166"
